txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,merchant_name,mcc_m,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,complaint_id,user_id_cb,merchant_id_cb,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,is_chargeback
TXN00003119,2026-03-22 03:06:53,USR52907,MCH7013,6216.92,UTR3874941335,5812.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008828,2026-01-04 20:37:47,USR92221,MCH7930,8231.85,134698718125,7011.0,Fail,"Boase, Barman and Virk",5812,EATING PLACE,PRIVATE_LIMITED,amritsar,Punjab,02/05/2025,,ACTIVE,1076.5,,,,,,,,,,,,,0
TXN00014279,,USR72947,MCH9243,19950.3,UTR9894135385,5812.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000076,,USR36041,MCH6046,18227.89,UTR2834914640,5411.0,Success,"Palla, Yadav and Bhatnagar",5999,OTHER,INDIVIDUAL,Bengaluru,Karnataka,2024-03-27 20:41:48,,A,2396.76,,,,,,,,,,,,,0
TXN00012675,,USR64160,MCH1257,8429.8,UTR6369612919,5411.0,Success,Varma-Maharaj,5942,BOOKS,sole_proprietor,Calcutta,West Bengal,15/04/2023 04:16 PM,VIAW9051693811302,ACTIVE,3059.27,,,,,,,,,,,,,0
TXN00007493,,USR80548,MCH1775,8427.82,UTR3172257266,5411.0,SUCCESS,Karnik Inc,5411,GROCERY_STORE,private_limited,lucknow,Uttar Pradesh,2023-04-13 08:51:51,MCRQ9864671908344,Active,Rs. 313,,,,,,,,,,,,,0
TXN00002526,,USR89011,MCH1450,6976.21,UTR3751315601,5912.0,S,"HORA, KUNDA AND DANI",5311,DEPARTMENT STORE,Sole Proprietor,ludhiana,Punjab,10-30-2023,XXXX1537,Disabled,1853.9,,,,,,,,,,,,,0
TXN00015831,2026-01-04 01:38:54,USR62985,MCH6765,18271.75,UTR6669637240,5912.0,COMPLETED,Handa PLC,5912,PHARMACY,Individual,kolkata,West Bengal,30/10/2023,,A,-2771.02,CBK0000811,USR22432,MCH-2078,15-Feb-2026,2026/02/16,"Rs. 3,377",scam,customer complaint text unclear due to poor call center notes.,CLOSED,,P2,Email,1
TXN00007259,2026-03-04 23:10:19,USR47980,MCH4596,18012.13,UTR5741177493,5411.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00018139,2026-03-07 01:23:52,USR99866,MCH1006,5700.19,UTR2596932816,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008864,,USR40252,MCH4288,0.15394,UTR4293259226,5411.0,COMPLETED,KASHYAP-PUROHIT,5699,FASHION,private_limited,JPR,Rajasthan,2025/10/08,,A,262.02,,,,,,,,,,,,,0
TXN00017952,2026-01-17 23:40:05,USR35713,MCH9134,13291.37,UTR 8892846513,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00015103,2026-01-26 03:43:57,USR97161,MCH2505,4668.27,UTR8136273769,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00010077,,USR74748,MCH4743,5074.4,UTR0696420353,5812.0,TXN_SUCCESS,Ahluwalia-Bansal,,CHEMIST,PRIVATE-LIMITED,ludhiana,Punjab,2023/08/23,KIYE1462195754397,Disabled,₹486.29,,,,,,,,,,,,,0
TXN00003595,2026-03-04 17:00:40,USR68959,MCH5677,12245.72,UTR6422221728,5812.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00009004,2026-03-28 04:13:38,USR84828,MCH3602,10906.85,502201979722,5812.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016430,2026-02-01 08:46:08,USR69727,MCH2232,14928.04,UTR9571741013,4131.0,COMPLETED,Borde-Sule,5311,DEPARTMENT STORE,PARTNERSHIP,HYDERABAD,Telangana,24/02/2025,9040784909,A,642.26,,,,,,,,,,,,,0
TXN00017558,2026-02-17 21:33:27,USR33894,MCH4121,3857.0,UTR4049693093,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00005014,2026-03-25 18:46:08,USR64048,MCH1488,15886.73,UTR5501214376,5411.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001773,2026-02-22 02:18:14,USR62162,MCH7348,0.22303,UTR4332389360,5912.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006849,,USR37315,MCH3172,14979.29,UTR 7170052151,5812.0,SUCCESS,SONI-VARTY,4814,TELECOM,SOLE-PROPRIETOR,Bangalore,Karnataka,2025-07-10 02:41:34,XXXX7710,A,"INR 3,097.60",,,,,,,,,,,,,0
TXN00011630,2026-03-09 13:42:02,USR63605,MCH9154,10465.04,579524593501,5912.0,COMPLETED,"Mangat, Sarkar and Vasa",5311.0,RETAIL,SOLE_PROPRIETOR,HYDERABAD,Telangana,09-Mar-2023,DTTZ1892927349834,Live,1303.87,,,,,,,,,,,,,0
TXN00008242,2026-03-03 23:51:34,USR10662,MCH1239,16936.77,UTR2536860537,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007471,2026-03-30 08:39:09,USR26327,MCH1710,20449.43,UTR0405944126,5812.0,TXN_SUCCESS,"talwar, goyal and dhillon",5812,FOOD,PARTNERSHIP,Dilli,Delhi,2025/11/26,,Enabled,₹542.31,,,,,,,,,,,,,0
TXN00010006,,USR80362,MCH1893,21643.87,UTR6410649669,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008909,2026-03-05 17:07:50,USR20637,MCH4243,13847.67,UTR8595795621,,Success,"Ramesh, Venkatesh and Ravel",5311,RETAIL,sole_proprietor,amritsar,Punjab,2025/06/24,,A,₹133.28,CBK0002144,USR70631,MCH6347,,14-Jan-2026,Rs. 660,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,RESOLVED,,LOW,Call Center,1
TXN00007296,,USR33570,MCH1112,24456.85,UTR7520629572,5411.0,S,,,,,,,,,,,CBK0000860,USR97580,MCH3701,2026/02/04,,"INR 1,425.61",delivery issue,Suspicious high-value payment disputed by customer.,Pending Bank,,M,CHATBOT,1
TXN00000889,,USR46369,MCH4558,2495.04,UTR8759855177,5912.0,F,,,,,,,,,,,,,,,,,,,,,,,0
TXN00004010,,USR74219,MCH7737,1426.44,UTR6384170415,4131.0,SUCCESS,Pal-Rama,5311,DEPT_STORE,Partnership,ludhiana,Punjab,01-09-2023,XXXX1213,ACTIVE,"1,196.31",,,,,,,,,,,,,0
TXN00012790,,USR10074,MCH6217,8987.19,UTR6994728034,4131.0,Declined,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011550,,USR31003,MCH1887,23829.91,UTR6429841320,4131.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00015542,2026-03-19 11:42:05,USR54128,MCH6567,7506.79,UTR6775661754,5812.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00010724,,USR49716,MCH9490,22196.57,UTR0774403315,5812.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017323,2026-02-28 06:05:04,USR24416,MCH2624,15340.0,UTR5536404044,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000625,,USR62948,MCH8375,15460.19,UTR9989998194,5411.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001574,2026-02-17 09:00:00,USR55928,MCH5661,21571.3,UTR4413006001,7011.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00018677,,USR19023,MCH5283,24150.64,UTR7161994787,7011.0,COMPLETED,"  Verma, Narasimhan and Balan  ",,PHARMACIES,Individual,delhi,Delhi,05-Feb-2026,,INACTIVE,"Rs. 1,266",,,,,,,,,,,,,0
TXN00019454,2026-02-16 23:11:34,USR23756,MCH3631,9817.2,UTR3173488222,5812.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013597,,USR98905,MCH7534,13879.68,UTR4522438407,7011.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016170,2026-03-29 05:16:26,USR82181,MCH7245,16243.03,UTR0966655452,5411.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000617,2026-01-11 11:52:51,USR92984,MCH2792,1536.0,UTR9896122781,7011.0,TXN_SUCCESS,KrishnamurthyPLC,MCC-7011,HOTEL,SOLE_PROPRIETOR,Jalandhar,Punjab,03/02/2023,,Enabled,"INR 1,501.90",,,,,,,,,,,,,0
TXN00001612,,USR15370,MCH7229,16275.43,UTR1415870486,5411.0,TXN_FAILED,"Salvi, Kale and Sunder",4814,MOBILE RECHARGE,Private Limited,pune,Maharashtra,12-23-2025,,Enabled,606.62,,,,,,,,,,,,,0
TXN00019894,2026-03-30 06:39:31,USR50211,MCH3474,2466.8,UTR3142757582,5812.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002824,2026-03-13 10:14:48,USR12321,MCH8898,5559.68,UTR2546768060,7011.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011654,2026-01-17 04:16:10,USR24475,MCH8059,4383.0,UTR9606865904,,S,Kapadia PLC,4814,TELECOM,SOLE_PROPRIETOR,Bombay,Maharashtra,2023/06/05,,INACTIVE,263.96,,,,,,,,,,,,,0
TXN00014702,2026-01-16 00:32:02,USR10452,MCH7985,310.0,UTR3315542447,5411.0,COMPLETED,"Ba1ay, Mammen and Raman",05812,RESTAURANTS,Partnership,LKO,Uttar Pradesh,16/12/2023 07:17 PM,,Active,"2,429.67",,,,,,,,,,,,,0
TXN00015979,,USR18694,MCH6454,4448.72,UTR1764924494,7011.0,TXN_FAILED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003091,2026-01-01 19:03:17,USR23989,MCH8638,11261.85,UTR3430643127,5411.0,S,ramanathan-apte,05942,BOOK STORE,PARTNERSHIP,chennai,Tamil Nadu,16/04/2025,XXXX4259,ACTIVE,INR 985.80,,,,,,,,,,,,,0
TXN00016644,2026-01-16 19:15:33,USR57092,MCH3557,0.12337,UTR0912928798,5812.0,SUCCESS,,,,,,,,,,,CBK0001022,USR60881,MCH7777,01-21-2026,01-26-2026,Rs. 898,fraud,Customer says amount was debited twice.,Resolved,2026/01/27,HIGH,CHATBOT,1
TXN00016785,,USR73618,MCH2836,12362.91,UTR0029266374,,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007907,,USR17985,MCH8679,3267.49,UTR9635778515,7011.0,SUCCESS,Dutt-Goel,04814,PHONE SERVICE,Private Limited,kolkata,West Bengal,2024/08/14,XXXX4631,Active,423.15,,,,,,,,,,,,,0
TXN00010136,2026-03-31 14:02:09,USR76517,MCH6326,371.62,UTR 9721257166,,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00009093,,USR59976,MCH3511,12202.04,UTR6183926409,,SUCCESS,"Konda, Venkatesh and Jha",5411,GROCERY,individual,Lucknow,Uttar Pradesh,2025/06/28,BGWP5416829581598,Active,,,,,,,,,,,,,,0
TXN00007225,2026-01-16 11:00:54,USR21668,MCH1650,22378.18,UTR4987002191,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003980,,USR17451,MCH6532,0.10658,UTR8401084515,4131.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017809,,USR65986,MCH1496,7117.66,UTR5643774795,7011.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007025,2026-03-19 10:16:25,USR11720,MCH5834,15099.04,UTR3943809077,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006922,,USR30469,MCH3587,1221.12,UTR 1337104019,5912.0,COMPLETED,  Sagar-Raval  ,7011,HOTEL_LODGING,partnership,Jalandar,Punjab,31/07/2024,,Enabled,"INR 1,064.25",CBK0000243,usr46902,MCH2461,2026/02/13,15/02/2026,-1272.25,suspicious transaction,User claims account was compromised before transaction.,Closed,02-17-2026,P4,App,1
TXN00006922,,USR30469,MCH3587,1221.12,UTR 1337104019,5912.0,COMPLETED,  Sagar-Raval  ,7011,HOTEL_LODGING,partnership,Jalandar,Punjab,31/07/2024,,Enabled,"INR 1,064.25",CBK0001759,USR60939,MCH1721,07-Feb-2026,13-Feb-2026,1390.01,Account Takeover,Payment made to unknown merchant as per customer statement.,WIP,2026/02/14,Medium,ivr,1
TXN00004349,2026-02-16 05:32:20,USR71952,MCH8985,20650.05,UTR0627514811,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00018346,2026-03-10 18:55:30,USR42285,MCH8609,21362.19,UTR6392460154,,Pending,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001002,,USR35153,MCH5236,13552.1,UTR4828380022,7011.0,S,"More, Luthra and Deol",5999,RETAIL OTHER,Partnership,amritsar,Punjab,11-Feb-2023,,A,1110.58,,,,,,,,,,,,,0
TXN00010929,2026-02-19 06:20:55,USR35729,MCH7498,14431.17,UTR8984397987,5812.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007687,2026-03-29 01:03:06,USR33183,MCH1980,18683.14,UTR0195927792,,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00009057,2026-02-14 19:01:00,USR58590,MCH5474,21479.67,UTR0363945025,5812.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00002116,,USR80485,MCH7357,3811.09,UTR1840620896,7011.0,Pending,Varkey LLC,7011,HOTELS,Private Limited,Calcutta,West Bengal,2025/08/05,,ACTIVE,665.88,,,,,,,,,,,,,0
TXN00000837,,USR18487,MCH7258,22872.0,UTR7283193420,5411.0,COMPLETED,"om, swaminathan and ray",5699,APPAREL,private_limited,jaipur,Rajasthan,2024-07-16 08:10:14,ARZZ7929473227025,Inactive,₹472.89,,,,,,,,,,,,,0
TXN00008701,2026-02-11 02:55:16,USR58502,MCH8222,23198.24,UTR3534373525,5411.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017635,,USR98968,MCH7066,11398.1,UTR1264972066,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00014432,2026-01-07 03:12:00,USR47092,MCH2681,22433.44,UTR2562481292,4131.0,F,Upadhyay-Bava,7011,HOSPITALITY,INDIVIDUAL,pune,Maharashtra,16-Feb-2024,YHMW6591611383032,Active,₹230.72,,,,,,,,,,,,,0
TXN00003144,,USR84463,MCH2103,13462.92,UTR5828049009,5411.0,Declined,,,,,,,,,,,,,,,,,,,,,,,0
TXN00018032,,USR94664,MCH3329,15650.39,UTR 5861563018,5912.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00017035,2026-03-29 01:21:26,USR78654,MCH8110,12092.84,040830953463,7011.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00004803,,USR87433,MCH8230,22736.64,UTR0460738809,5411.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012640,2026-02-18 00:56:29,USR74237,MCH7304,18663.0,UTR3867649766,5411.0,F,,,,,,,,,,,CBK0002105,USR96038,MCH7326,19-Feb-2026,07/03/2026,3800.84,charged twice,user reports money deducted but merchant denies receiving payment.,In Progress,17/03/2026 04:15 AM,P2,chatbot,1
TXN00003568,,USR26640,MCH6642,16683.64,UTR8336130665,5912.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011204,2026-03-22 17:42:24,USR56298,MCH1080,18885.92,UTR1645697890,5411.0,PENDING,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008754,2026-01-21 07:01:39,USR87141,MCH1711,4347.57,UTR3558367537,4131.0,SUCCESS,"Sastry, Kota and Merchant",5411,KIRANA,Sole Proprietor,ludhiana,Punjab,2023-12-17 08:04:00,NEUM7554192097058,A,"1,991.22",,,,,,,,,,,,,0
TXN00019538,,USR21569,MCH9240,18783.24,UTR8935283332,5912.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016171,,USR39385,MCH1383,1268.57,UTR3708175410,4131.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007577,2026-03-01 03:08:24,USR94884,MCH6180,14524.11,UTR4890488386,5812.0,PROCESSING,Thakur and Sons,5699.0,APPAREL,Private Limited,LKO,Uttar Pradesh,1748055563,MWYN7782824521830,ACTIVE,699.96,,,,,,,,,,,,,0
TXN00003044,,USR86380,MCH1866,10095.99,UTR4150742811,5912.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003657,2026-01-21 00:12:17,USR92460,MCH5059,8516.88,UTR6182115466,,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011429,,USR18688,MCH1834,203.91,UTR0148337988,5411.0,FAILED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00015315,,USR74022,MCH7918,4290.35,UTR1881360007,5912.0,TXN_SUCCESS,Purohit LLC,5942,BOOKS_STATIONERY,private_limited,Calcutta,West Bengal,2024/09/06,XXXX2495,ACTIVE,"Rs. 1,204",,,,,,,,,,,,,0
TXN00008786,,USR96161,MCH7427,0.11799,UTR7951565466,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001239,2026-01-22 21:53:20,USR40537,MCH5959,24205.15,UTR5913531322,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00007215,2026-01-24 04:37:57,USR28293,MCH7989,3694.87,UTR2810891535,5812.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00013278,2026-02-19 09:10:24,USR32111,MCH3686,17276.11,UTR5112228927,5411.0,S,Prasad Inc,5812,RESTAURANTS,SOLE-PROPRIETOR,mumbai,Maharashtra,04/09/2024 03:46 AM,GHWB3739951927219,Active,"1,179.14",,,,,,,,,,,,,0
TXN00010560,2026-02-14 10:36:43,USR12830,MCH6063,24282.72,UTR1515235602,4131.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008788,,USR77359,MCH5753,18308.63,UTR7852862678,,Fail,Zachariah-Rai,5812,FOOD_SERVICES,PRIVATE_LIMITED,HYDERABAD,Telangana,01-Dec-2023,,Enabled,"INR 3,163.49",CBK0001857,USR99849,MCH3643,1773380147,15-Mar-2026,8276.16,fraud,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,2026-04-02 15:35:47,M,CHATBOT,1
TXN00001398,,USR77467,MCH6322,6225.37,UTR5978972061,5411.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00015397,2026-03-29 03:33:53,USR58187,MCH2275,9132.62,UTR0727063689,5411.0,COMPLETED,,,,,,,,,,,CBK0002048,USR65030,MCH-4270,08/02/2026,,460.42,Account Takeover,User reports money deducted but merchant denies receiving payment. call dropped,Rejected,04/03/2026 09:53 AM,CRITICAL,Branch,1
TXN00015397,2026-03-29 03:33:53,USR58187,MCH2275,9132.62,UTR0727063689,5411.0,COMPLETED,,,,,,,,,,,CBK0001314,USR25021,MCH-8657,2026/02/10,17-Feb-2026,7499.76,not delivered,Customer says transaction was not authorized.,REJECTED,,P4,IVR,1
TXN00016923,,USR94948,MCH4345,18360.74,UTR7169034268,5411.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006173,2026-01-02 17:44:51,USR18653,MCH8725,1372.19,UTR1451176844,7011.0,COMPLETED,Ganesan Inc,5411,GROCERY STORES,PRIVATE_LIMITED,Jalandar,Punjab,1677248337,,I,-1002.32,,,,,,,,,,,,,0
TXN00008106,2026-03-27 15:35:11,USR71928,MCH1619,15113.47,UTR9976116554,,S,DIVAN-BHATTI,MCC-5912,PHARMACY,sole_proprietor,New Delhi,Delhi,24-Dec-2025,,Active,477.85,,,,,,,,,,,,,0
TXN00012727,2026-03-01 23:01:33,USR10698,MCH9761,0.20288,UTR2598320880,5411.0,Success,,,,,,,,,,,CBK0001842,USR63387,MCH2945,1774502281,2026-04-05 10:18:01,INR 847.60,extra amount deducted,Customer says amount was debited twice.,Closed,2026/04/25,CRIT,ivr,1
TXN00014825,,USR10535,MCH7733,0.9842,UTR9464624760,5411.0,S,Bora Inc,,TELECOM,PRIVATE-LIMITED,LKO,Uttar Pradesh,2024/01/22,XXXX3762,Active,5028.38,,,,,,,,,,,,,0
TXN00016852,2026-02-07 16:37:30,USR12841,MCH4207,437.88,UTR3601775720,,PROCESSING,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019187,2026-02-19 10:55:38,USR77815,MCH5024,20311.1,UTR1888427091,5411.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008538,2026-01-30 03:49:43,USR18442,MCH6676,22190.2,149066296766,5411.0,S,Balakrishnan-Baral,4131,TRANSPORT,PARTNERSHIP,chennai,Tamil Nadu,1754129871,,A,"₹1,126.87",CBK0000071,usr89774,MCH8569,2026/02/08,1770735039,"Rs. 2,850",FRAUD,Customer complaint text unclear due to poor call center notes.,Rejected,,Medium,CHATBOT,1
TXN00000548,,USR75401,MCH8081,16792.61,UTR4650010549,,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00010615,,USR11299,MCH7344,9744.83,UTR9986661245,5411.0,PROCESSING,Rama-Shukla,05699,CLOTHING,SOLE_PROPRIETOR,HYDERABAD,Telangana,2023/10/11,,Enabled,1447.45,,,,,,,,,,,,,0
TXN00003948,2026-03-02 04:11:38,USR47780,MCH5494,15065.21,UTR3288880650,5812.0,Success,raja ltd,05942,STATIONERY,PARTNERSHIP,ludhiana,Punjab,19-Jul-2025,XXXX2189,A,₹209.91,,,,,,,,,,,,,0
TXN00018415,,USR17022,MCH3639,21662.56,UTR1729853457,7011.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019933,,USR91039,MCH9620,5976.99,UTR5581883240,7011.0,Fail,prakash group,5411,KIRANA,Partnership,ludhiana,Punjab,1675328097,,Active,"INR 2,975.01",,,,,,,,,,,,,0
TXN00004790,,USR41183,MCH6408,8260.6,UTR4928744426,4131.0,Success,Gade and Sons,5942,BOOKS,SOLE_PROPRIETOR,chennai,Tamil Nadu,11-Jun-2024,,A,"INR 4,374.58",,,,,,,,,,,,,0
TXN00004251,2026-03-03 11:46:47,USR67098,MCH6336,9452.2,UTR3707727787,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006630,2026-03-09 04:03:07,USR32615,MCH8355,17491.2,UTR7303754114,7011.0,S,"Virk, Sarna and Sangha",5812,RESTAURANTS,INDIVIDUAL,Mumbai,Maharashtra,09-10-2023,0702210119,Active,"Rs. 3,279",,,,,,,,,,,,,0
TXN00010795,2026-02-14 10:55:26,USR27980,MCH9691,4342.6,UTR4952339505,4131.0,Success,,,,,,,,,,,CBK0002395,USR24347,MCH3677,30-Mar-2026,14/04/2026,-933.13,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,WIP,10/05/2026 12:23 PM,LOW,chatbot,1
TXN00004168,2026-01-25 10:30:10,USR81703,MCH3969,2383.18,UTR9833287298,5912.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000942,,USR92723,MCH8108,13858.91,UTR6230390187,,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00010489,2026-03-31 13:59:02,USR75951,MCH5702,15694.22,UTR6791679843,4131.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00006908,2026-02-20 04:23:21,USR35002,MCH5944,20049.83,UTR5688797337,5812.0,COMPLETED,Arya Inc,5699,CLOTHS,PARTNERSHIP,jaipur,Rajasthan,1743394037,,Live,394.63,,,,,,,,,,,,,0
TXN00007524,2026-02-24 06:46:58,USR96922,MCH9733,18218.09,UTR4523941137,,S,SATHE-HARI,04131,TRANSPORT,PARTNERSHIP,Bengaluru,Karnataka,2025-09-24 05:50:29,,ACTIVE,"₹1,033.79",,,,,,,,,,,,,0
TXN00018214,,USR82614,MCH7238,14337.11,UTR7922807361,7011.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016586,2026-03-22 12:55:03,USR32975,MCH6845,21218.23,UTR8716277675,5411.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019059,2026-02-13 04:56:33,USR48035,MCH5143,2951.78,UTR5265453633,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012942,,USR72056,MCH2779,16838.79,UTR7483628004,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00004230,2026-03-16 12:40:45,USR70862,MCH5725,4756.5,UTR9677520082,5812.0,Success,,,,,,,,,,,,,,,,,,,,,,,0
TXN00000083,2026-01-23 03:02:29,USR45882,MCH4823,8279.14,UTR5603328391,,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00003776,,USR47249,MCH8834,23289.56,UTR6041659236,4131.0,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00012904,,USR35963,MCH1665,21196.0,UTR3326573745,5411.0,TXN_SUCCESS,Salvi Group,5699,CLOTHING,individual,Bangalore,Karnataka,30-Nov-2025,KSUI6181238646481,Enabled,₹946.53,,,,,,,,,,,,,0
TXN00003406,2026-03-28 08:07:33,USR14501,MCH4802,0.20168,UTR5954584896,,SUCCESS,Jain Inc,5411,GROCERY_STORE,Individual,Mumbay,Maharashtra,,WAKX1731194726020,Hold,"₹1,158.19",,,,,,,,,,,,,0
TXN00001822,2026-02-06 00:31:10,USR82918,MCH9884,3043.45,UTR9216203890,7011.0,TXN_SUCCESS,Sidhu Group,7011,HOTEL_LODGING,partnership,Chennai,Tamil Nadu,27/10/2023,PILQ9149941231060,Enabled,1570.58,,,,,,,,,,,,,0
TXN00015670,2026-02-20 00:03:49,USR74174,MCH9354,1394.21,UTR1412768319,7011.0,COMPLETED,"SRINIVASAN, BHARGAVA AND SATHE",MCC-7011,HOTEL,private_limited,Pune,Maharashtra,2025-12-26 03:14:06,MCIS2962837592027,Live,₹272.40,,,,,,,,,,,,,0
TXN00004705,2026-02-12 20:16:14,USR22199,MCH5678,10384.49,UTR2347027621,4131.0,SUCCESS,Kumar and Sons,5311,DEPARTMENT STORE,PRIVATE-LIMITED,JPR,Rajasthan,25-Mar-2024,JJQM4342551832633,Active,"Rs. 6,122",,,,,,,,,,,,,0
TXN00009051,2026-02-08 15:30:00,USR93326,MCH7999,0.20479,UTR6057628837,7011.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00001844,2026-01-22 02:16:30,USR20097,MCH5963,0.15327,UTR7098033670,7011.0,S,,,,,,,,,,,,,,,,,,,,,,,0
TXN00011342,,USR45339,MCH9294,0.4255,UTR 0113934201,7011.0,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,0
TXN00016677,,USR49169,MCH6748,15457.63,UTR1169874545,5411.0,S,Sathe Inc,MCC-5411,GROCERY STORES,SOLE_PROPRIETOR,kolkata,West Bengal,07/05/2023,,INACTIVE,"₹1,451.17",,,,,,,,,,,,,0
TXN00014191,,USR60087,MCH2836,10507.37,UTR0417446356,5411.0,TXN_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,0
TXN00008380,,USR38708,MCH8702,10592.0,UTR 6576745128,5812.0,Initiated,,,,,,,,,,,,,,,,,,,,,,,0
TXN00019409,2026-01-18 11:34:49,USR81994,MCH4100,12693.38,UTR 0603751569,5812.0,COMPLETED,RAJA-VASA,7011,HOSPITALITY,SOLE_PROPRIETOR,jalandhar,Punjab,06-28-2025,7806774171,ACTIVE,₹479.15,CBK0000926,USR27947,MCH3416,2026/02/18,19/02/2026,-756.59,DUP_DEBIT,Customer says transaction was not authorized.,IN_PROGRESS,,Medium,Branch,1
